EventId,EventTemplate,Occurrences
83,tcp_connection_tls_session_error_callback_imp <*> __tcp_connection_tls_session_callback_write_block_invoke.<*> error <*>,8
84,"SecOSStatusWith error:[<*>] Error Domain=NSOSStatusErrorDomain Code=<*> ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}",5
85,send_datagram_available_ping: pid <*> failed to act on a ping it dequeued before timing out.,26
86,WARNING: Type1 font data isn't in the correct format required by the Adobe Type 1 Font Format specification.,1
87,"device_generate_desktop_screenshot: authw <*>(<*>), shield <*>(<*>)",3
88,[<*>] [Refusing to parse response to PROPPATCH because of content-type: [<*>].],5
89,"NETWORK: requery, <*> items, fQueryRetries, <*> fLastRetryTimestamp, <*>",17
90,Previous sleep cause: <*>,15
91,Wake reason: RTC (Alarm),5
92,AppleThunderboltNHIType2::prePCIWake - power up complete - took <*> us,15
93,network changed: v4(<*> v6(<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*> DNS! Proxy SMB,7
94,hibernate_page_list_setall found pageCount <*>,2
95,[HID] [ATC] [Error] AppleDeviceManagementHIDEventService::start Could not make a string from out connection notification key,2
96,[IOBluetoothFamily][staticBluetoothTransportShowsUp] -- Received Bluetooth Controller register service notification -- <*>,1
97,"<*>-<*>-<*> <*>:<*>:<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSAgentApp updateProductWithProductID:usingEngine:] Checking for updates for ""<*> using engine <*> processor=<KSActionProcessor:<*> delegate=<KSUpdateEngine:<*> isProcessing=<*> actionsCompleted=<*> progress=<*> errors=<*> currentActionErrors=<*> events=<*> currentActionEvents=<*> actionQueue=( ) > delegate=(<*>) serverInfoStore=<KSServerPrivateInfoStore:<*> path<*> errors=<*> >",1
98,<*>/<*>/<*> <*>:<*>:<*> | I | VoipWrapper | DAVEngineImpl.cpp:<*>:Close       | close video chat. llFriendUIN = <*>,4
99,Bluetooth -- LE is supported - Disable LE meta event,11
100,<*> : Discoverable mode changed to Off,2
101,tcp_connection_handle_connect_conditions_bad <*> failed: <*> - No network route,18
102,Captive: CNPluginHandler en0: Authenticated,7
103,ARPT: <*>: wl0: setup_keepalive: Local IP: <*>,4
104,TBT W (<*>): <*> [x],4
105,network changed: DNS* Proxy,3
106,ASL Sender Statistics,9
107,<*>-<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSOutOfProcessFetcher(PrivateMethods) launchedHelperTaskForToolPath:error:] KSOutOfProcessFetcher launched '<*> with process id: <*>,1
108,"<*>-<*>-<*> <*>:<*>:<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSUpdateEngine updateAllExceptProduct:] KSUpdateEngine updating all installed products, except:<*>",2
109,<*>-<*>-<*> <*>:<*>:<*> ksfetch[<*>/<*>] [lvl=<*>] main() ksfetch fetching URL (<NSMutableURLRequest: <*> { URL: <*> }) to folder:<*>,2
110,"Path not allowed in target domain: type = pid, path = <*> error = <*>: The specified service did not ship in the requestor's bundle, origin = <*>",15
111,[<*>] <<<< IQ-CA >>>> piqca_setUsePreQueue: (<*>) rejecting report of layer being serviced - IQ has not yet begun to update,4
112,[<*>] itemasync_SetProperty signalled err=<*> (kFigBaseObjectError_Invalidated) (invalidated) at <*> line <*>,5
113,KeychainGetICDPStatus: keychain: <*>,14
114,host connection <*> connection from pid <*> invalidated,1
115,Error in CoreDragRemoveReceiveHandler: <*>,1
116,ARPT: <*>: wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.,9
117,Captive: CNPluginHandler en0: Inactive,4
118,<*>: IPv6 address <*> has no prefix,9
119,"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=<*> ""The request timed out."" UserInfo={NSUnderlyingError=<*> {Error Domain=kCFErrorDomainCFNetwork Code=<*> ""The request timed out."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=The request timed out.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=The request timed out.}",2
120,"device_generate_lock_screen_screenshot: authw <*>(<*>)[<*>, <*>, <*>, <*>] shield <*>(<*>, dev [<*>]",3
121,<*>-<*>-<*> <*>:<*>:<*>.<*> ksfetch[<*>/<*>] [lvl=<*>] KSHelperReceiveAllData() KSHelperTool read <*> bytes from stdin.,3
122,[<*>] FigAgglomeratorSetObjectForKey signalled err=<*> (kFigStringConformerError_ParamErr) (<*> key) at <*> line <*>,11
123,<*> : BTLE scanner Powered Off,4
124,"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=<*> ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=<*> {Error Domain=kCFErrorDomainCFNetwork Code=<*> ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=The Internet connection appears to be offline.}",3
125,ARPT: <*>: AQM agg params <*> maxlen hi/lo <*> minlen <*> adjlen <*>,7
126,Received Capture Event,15
127,[<*>] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,23
128,sigio_handler: sigio_handler_active != <*>,5
129,############################## _getSysMsgList,10
130,"Configuration Notice: ASL Module ""<*> claims selected messages. Those messages may not appear in standard system log files or in the ASL database.",2
131,Wake reason: ?,2
132,<*> : Scanning mode Contacts Only,7
133,<*> : BTLE scanning stopped,2
134,wake time set +<*>.<*> s,1
135,[HID] [MT] MTActuatorManagement::getActuatorRef Calling MTActuatorOpen() outside of MTTrackpadHIDManager.,1
136,wake time set <*>,2
137,AppleCamIn::handleWakeEvent_gated,15
138,<*> : Purged contact hashes,2
139,<*> : BTLE scanning started,2
140,"IOPMrootDomain: idle cancel, state <*>",3
141,ARPT: <*>: ARPT: Wake Reason: Wake on TCP Timeout,2
142,"hibernate_alloc_pages act <*>, inact <*>, anon <*>, throt <*>, spec <*>, wireinit <*>",2
143,hibernate_teardown_pmap_structs done: last_valid_compact_indx <*>,2
144,enabling pid=<*> for plug-in com.apple.ncplugin.weather(<*>) <*> <*>,1
145,"<*>-<*>-<*> <*>:<*>:<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSAgentApp performSelfUpdateWithEngine:] Checking for self update with Engine: <KSUpdateEngine:<*> ticketStore=<KSPersistentTicketStore:<*> store=<KSKeyedPersistentStore:<*> path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore"" lockFile=<KSLockFile:<*> path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore.lock"" locked=<*> > >> processor=<KSActionProcessor:<*> delegate=<KSUpdateEngine:<*> isProcessing=<*> actionsCompleted=<*> progress=<*> errors=<*> currentActionErrors=<*> events=<*> currentActionEvents=<*> actionQueue=( ) > delegate=(<*>) serverInfoStore=<KSServerPrivateInfoStore:<*> path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/Servers""> errors=<*> >",1
146,<*>-<*>-<*> <*>:<*>:<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSOmahaServer updateInfosForUpdateResponse:updateRequest:infoStore:upToDateTickets:updatedTickets:events:errors:] Response passed CUP validation.,1
147,[<*>] itemasync_CopyProperty signalled err=<*> (kFigBaseObjectError_Invalidated) (invalidated) at <*> line <*>,4
148,Opened file <*> size <*> extents <*> maxio <*> ssd <*>,3
149,"NETWORK: no response from server, reachability, <*>, queryRetries, <*>",4
150,Unexpected payload found for message <*> dataLen <*>,2
151,CCFile::captureLog,17
152,en0: Supported channels <*>,4
153,ARPT: <*>: AirPort_Brcm43xx::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake,12
154,Internal name did not resolve to internal address!,1
155,Service exited with abnormal code: <*>,1
156,Central manager is not powered on,1
157,"CCFile::captureLogRun Skipping current file Dir file [<*>]-CCIOReporter-<*>.xml, Current File [<*>]-CCIOReporter-<*>.xml",11
158,ARPT: <*>: framerdy <*> bmccmd <*> framecnt <*>,8
159,<IMMacNotificationCenterManager: <*>:  DND Enabled: <*>,3
160,<*> : Starting AirDrop server for user <*> on wake,2
161,ARPT: <*>: wl0: setup_keepalive: Remote IP: <*>,8
162,"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of <*> bytes @ <*> took <*> <*>. to complete, <*> reads >= <*> sec.",3
163,network changed: v4(<*> v6(<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*> DNS Proxy SMB,1
164,CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions,9
165,"CCLogTap::profileRemoved, Owner: com.apple.iokit.IO80211Family, Name: <*>",3
166,"CCFile::captureLogRun Skipping current file Dir file [<*>]-AirPortBrcm4360_Logs-<*>.txt, Current File [<*>]-AirPortBrcm4360_Logs-<*>.txt",16
167,"CCFile::captureLogRun Skipping current file Dir file [<*>]-io80211Family-<*>.pcapng, Current File [<*>]-io80211Family-<*>.pcapng",4
168,network changed: v6(<*> DNS- Proxy-,2
169,"CCFile::copyFile fileName is [<*>]-<*>-<*>.<*>, source path:<*>, dest path:<*>",21
170,ARPT: <*>: wlc_dump_aggfifo:,6
171,[<*>] <<<< CRABS >>>> crabsFlumeHostUnavailable: [<*>] Byte flume reports host unavailable.,2
172,doSaveChannels@<*>: Will write to: <*> - AuthFail:sts:<*>rsn:<*>,4
173,tcp_connection_destination_perform_socket_connect <*> connectx to <*>:<*>@<*> failed: [<*>] Network is unreachable,1
174,"[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller supportsRequestCompressionAtURL:<*>] Error Domain=NSURLErrorDomain Code=<*> ""The request timed out."" UserInfo={NSUnderlyingError=<*> {Error Domain=kCFErrorDomainCFNetwork Code=<*> ""The request timed out."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=The request timed out.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=The request timed out.}",1
175,hibernate image path: <*>,2
176,hibernate_flush_memory: buffer_cache_gc freed up <*> wired pages,2
177,"hibernate_machine_init pagesDone <*> sum2 <*> time: <*> disk(<*>) <*> Mb/s, comp bytes: <*> time: <*> <*> Mb/s, crypt bytes: <*> time: <*> <*> Mb/s",2
178,ASSERTION FAILED: dvcAddrRef != ((void *)<*>) -[DriverServices getDeviceAddress:] line: <*>,4
179,hibernate_machine_init reading,2
180,assertion failed: <*> [<*>-<*>-<*>-<*>-<*>]: <*>,3
181,jemmytest,10
182,hibernate_setup(<*>) took <*> ms,2
183,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- calling IOBluetoothFamily's registerService() -- <*> -- <*> -- <*> ****,2
184,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- Connected to the transport successfully -- <*> -- <*> -- <*> ****,1
185,hciControllerOnline; HID devices? <*>,1
186,INIT -- Host controller is published,2
187,polled file major <*> minor <*> blocksize <*> pollers <*>,3
188,BuildActDeviceEntry exit,2
189,"ARPT: <*>: IOPMPowerSource Information: <*>, SleepType: <*>, 'ExternalConnected': <*>, 'TimeRemaining': <*>",19
190,Wake reason: ARPT (Network),3
191,AppleActuatorHIDEventDriver: message service is terminated,1
192,CCFile::captureLog Received Capture notice id: <*> reason = DeauthInd:sts:<*>rsn:<*>,1
193,payload Data <*>,1
194,WARNING: hibernate_page_list_setall skipped <*> xpmapped pages,2
195,hibernate_teardown: wired_pages <*> free_pages <*> active_pages <*> inactive_pages <*> speculative_pages <*> cleaned_pages <*> compressor_pages <*>,1
196,[BluetoothHIDDeviceController] EventServiceConnectedCallback,2
197,hibernate_rebuild_pmap_structs done: last_valid_compact_indx <*>,1
198,BuildActDeviceEntry enter,2
199,(ImportBailout.Error:<*>) Asked to exit for Diskarb,1
200,<*>-<*>-<*> <*>:<*>:<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSUpdateCheckAction performAction] KSUpdateCheckAction starting update check for ticket(s): {( <*>)} Using server: <*>,2
201,KeychainGetICDPStatus: status: off,8
202,ARPT: <*>: AirPort_Brcm43xx::powerChange: System Sleep,17
203,tcp_connection_tls_session_error_callback_imp <*> tcp_connection_tls_session_handle_read_error.<*> error <*>,1
204,Checking iCDP status for DSID <*> (checkWithServer=<*>),1
205,network changed: v4(<*> v6(<*>:<*>:<*>:<*>:8:<*>:1ff:<*>:<*>) DNS- Proxy-,1
206,network changed: DNS*,1
207,"<*>-<*>-<*> <*>:<*>:<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] +[KSCodeSigningVerification verifyBundle:applicationId:error:] KSCodeSigningVerification verifying code signing for '<*> with the requirement '<*> and certificate <*> exists and certificate leaf[<*>] exists and certificate leaf[subject.OU]=""<*> and (identifier=""<*>"")'",1
208,<*>-<*>-<*> <*>:<*>:<*>.<*> ksfetch[<*>/<*>] [lvl=<*>] main() ksfetch done fetching.,1
209,network changed: v4(<*> DNS+ Proxy+ SMB,1
210,-[SOAPParser:<*> parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),4
211,CCFile::captureLog Received Capture notice id: <*> reason = AssocFail:sts:<*>rsn:<*>,3
212,extension com.apple.ncplugin.WorldClock -> (<*>),1
213,"[Accounts] Current connection, <*> connection from pid <*> doesn't have account access.",2
214,"[Accounts] Failed to update account with identifier <*> error: Error Domain=ABAddressBookErrorDomain Code=<*> ""(null)""",2
215,Session <*> created,1
216,"<*>-<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate:] KSOutOfProcessFetcher fetch ended for URL: ""<*>?cup2hreq=<*>&cup2key=<*>:<*>""",3
217,kern_open_file_for_direct_io took <*> ms,1
218,CGXDisplayDidWakeNotification [<*>]: posting kCGSDisplayDidWake,3
219,Peripheral manager is not powered on,3
220,"PM response took <*> ms (<*>, WeChat)",1
221,Cocoa scripting error for '<*>': four character codes must be four characters long.,71
222,.sdef warning for argument '' of command '<*> in suite '<*>': '<*>' is not a valid type name.,1
223,objc[<*>]: Class <*> is implemented in both <*> and <*> One of the two will be used. Which one is undefined.,2
224,Invalidating watch set.,1
225,<*> : Started generating hashes,1
226,-_continuousScroll is deprecated for NSScrollWheel. Please use -hasPreciseScrollingDeltas.,1
227,-deviceDeltaY is deprecated for NSScrollWheel. Please use -scrollingDeltaY.,1
228,[<*>] (Fig) signalled err=<*>,1
229,[<*>] <<<< CRABS >>>> crabsWaitForLoad: [<*>] Wait time out - <*> (msRequestTimeout <*>),1
230,Failed to stop a scan - central is not powered on: <*>,1
231,Wake reason: EC.SleepTimer (SleepTimer),1
232,**** [BroadcomBluetoothHostControllerUSBTransport][start] -- Completed (matched on Device) -- <*> ****,3
233,"hibernate_newruntime_map time: <*> ms, IOPolledFilePollersOpen(), ml_get_interrupts_enabled <*>",2
234,vm_compressor_fastwake_warmup (<*> - starting,1
235,<IMMacNotificationCenterManager: <*>: Updating enabled: <*>  (Topics: ( <*>)),2
236,<*>-<*>-<*> <*> ksfetch[<*>/<*>] [lvl=<*>] main() Fetcher received a request: <*>,1
237,<*>-<*>-<*> <*>:<*>:<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSPrefetchAction performAction] KSPrefetchAction no updates to prefetch.,1
238,<IMMacNotificationCenterManager: <*>: notification observer: com.apple.FaceTime  notification: __CFNotification <*> {name = _NSDoNotDisturbEnabledNotification},1
239,CCProfileMonitor::freeResources done,1
240,<IMMacNotificationCenterManager: <*>:  NC Disabled: NO,5
241,Daemon connection invalidated!,1
242,doSaveChannels@<*>: Will write to: <*> - AssocFail:sts:<*>rsn:<*>,2
243,IOHibernatePollerOpen(<*>),2
244,hibernate_machine_init: state <*> image pages <*> sum was <*> imageSize <*> image1Size <*> conflictCount <*> nextFree <*>,1
245,hibernate_rebuild completed - took <*> msecs,1
246,AppleActuatorDevice::stop Entered,1
247,AppleActuatorDevice::start Entered,1
248,bitmap_size <*> previewSize <*> writing <*> pages @ <*>,2
249,CCFile::captureLog Received Capture notice id: <*> reason = RoamFail:sts:<*>rsn:<*>,1
250,en0: manual intervention required!,1
251,"DB Error: <*> ""no such table: <*>""",3
252,"<*>-<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher <*> <*>from URL: ""<*>?cup2hreq=<*>&cup2key=<*>:<*>""",3
253,"arp_client_transmit(en0) failed, Network is down (<*>)",1
254,-[NETClientConnection evaluateCrazyIvan46] CI46 - Perform CrazyIvan46! QQ.<*> tc23407 <*>:<*>,1
255,-[NETClientConnection effectiveBundleID] using process name CalendarAgent as bundle ID (this is expected for daemons without bundle ID,4
256,could discard act <*> inact <*> purgeable <*> spec <*> cleaned <*>,2
257,"booter start at <*> smc <*> ms, [<*>] total <*> ms, dsply <*>, <*> ms, tramp <*> ms",1
258,"hostControllerOnline - Number of Paired devices = <*>, List of Paired devices = ( <*> )",1
259,**** [BroadcomBluetoothHostController][SetupController] -- Delay HCI Reset by <*>ms ****,1
260,AppleActuatorHIDEventDriver: stop,2
261,**** [IOBluetoothHostControllerUSBTransport][start] -- completed -- result = <*> -- <*> ****,2
262,AppleActuatorDeviceUserClient::start Entered,1
263,<*> <*> ksfetch[<*>/<*>] [lvl=<*>] main() Fetcher is exiting.,1
264,"Google Chrome He[<*>] triggered unnest of range <*> of DYLD shared region in VM map <*>e7b. While not abnormal for debuggers, this increases system memory footprint until the target exits.",1
265,-[NETClientConnection evaluateCrazyIvan46] CI46 - Perform CrazyIvan46! QQ.<*> tc23677 <*>:<*>,1
266,hibernate_page_list_setall(preflight <*> start,1
267,hibernate_page_list_setall time: <*>,1
268,IOPolledFilePollersOpen(<*>) <*> ms,1
269,hibernate_teardown completed - discarded <*>,1
270,AppleActuatorDeviceUserClient::stop Entered,1
271,[IOBluetoothHostController::setConfigState] calling registerService,1
272,[HID] [MT] AppleMultitouchDevice::start entered,1
273,"[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller supportsRequestCompressionAtURL:<*>] Error Domain=NSURLErrorDomain Code=<*> ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=<*> {Error Domain=kCFErrorDomainCFNetwork Code=<*> ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=The Internet connection appears to be offline.}",1
274,Unable to start NetBIOS name service:,2
275,Got an XPC error: Connection invalid,1
276,-[SFLListManager(ServiceReplyProtocol) notifyChanges:<*>] Notified of item changes to list with identifier com.apple.LSSharedFileList.RecentApplications,1
277,<*>-<*>-<*> <*>:<*>:<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSMultiUpdateAction performAction] KSPromptAction had no updates to apply.,1
278,no sleep images for WillPowerOffWithImages,1
279,ChromeExistion main isUndetectWithCommand = <*>,2
280,after trim url = <*>,1
281,"ChromeExistion main strSendMsg = {""websitekey"":<*>,""commandkey"":<*>,""browserkey"":<*>}",1
282,url host = <*>,1
