EventId,EventTemplate,Occurrences
79,applyOptionsLocked: Unknown animationType=<*>,2
80,"Taking screenshot from Surface with crop:[Rect(<*> - <*>], width:[<*>], height:[<*>], minLayer:[<*>], maxLayer:[<*>], inRotation:[<*>], rot:[<*>]",4
81,removeNotification:<*>|<*>|<*>|<*>|<*>,2
82,"updateNotificationShade: total=<*>, active=<*>",13
83,The change in focus caused us to need to do a layout begin,6
84,The change in focus caused us to need to do a layout end,6
85,setLightsOn(<*>),181
86,removeNotificationChildren,12
87,"Skipping, withExcluded: <*> tr.intent:Intent { flg=<*> cmp=<*> bnds=[<*>,<*>][<*>,<*>] }",14
88,"Skipping, withExcluded: <*> tr.intent:Intent { act=<*> flg=<*> cmp=<*> (has extras) }",14
89,"Skipping, withExcluded: <*> tr.intent:Intent { flg=<*> cmp=<*> (has extras) }",21
90,"Skipping, withExcluded: <*> tr.intent:Intent { act=<*> dat=<*> flg=<*> cmp=<*> (has extras) }",7
91,"Skipping, withExcluded: <*> tr.intent:Intent { act=<*> dat=<*> typ=<*> flg=<*> cmp=<*> (has extras) }",7
92,"getRecentTasks: num=<*>,flags=<*>,totalTasks=<*>",14
93,getRecentTasks: topActivity=ComponentInfo{<*>/<*>},14
94,"cancelNotificationWithTag pid <*>uid = <*>tag = <*>,pkg =<*>,id =<*>",20
95,makeExpandedInvisible: mExpandedVisible=<*>,4
96,closeQs,12
97,instantCollapse,9
98,*** unregister callback for com.android.systemui.statusbar.policy.KeyguardMonitor@<*>,1
99,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,37
100,Destroying surface Surface(name=<*> called by com.android.server.wm.WindowStateAnimator.destroySurface:<*> com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:<*> com.android.server.wm.WindowState.destroyOrSaveSurface:<*> com.android.server.wm.AppWindowToken.destroySurfaces:<*> com.android.server.wm.AppWindowToken.notifyAppStopped:<*> com.android.server.wm.WindowManagerService.notifyAppStopped:<*> com.android.server.am.ActivityStack.activityStoppedLocked:<*> com.android.server.am.ActivityManagerService.activityStopped:<*>,5
101,isMusicActive...,12
102,"Start dump, calling from : pid=<*>, uid=<*>",1
103,setWiredDeviceConnectionState type: <*> state: <*>,2
104,"ActivityManagerService,attachApplication,callingPid = <*>",4
105,isBluetoothA2dpOn...,1
106,isBluetoothScoOn...,1
107,getLastAudibleStreamVolume treamType: <*>,9
108,getDevicesForStream streamType: <*>,2
109,cleanUpApplicationRecord -- <*>,6
110,"cleanUpApplicationRecordLocked, pid: <*>, restart: <*>",6
111,"cleanUpApplicationRecordLocked, reset pid: <*> euid: <*>",6
112,stopWifiDisplayScanLocked record.mWifiDisplayScanRequested=<*>,6
113,stopWifiDisplayScanLocked mWifiDisplayScanRequestCount=<*>,6
114,getMode...,1
115,setSpeakerphoneOn on:<*>,2
116,"sending alarm Alarm{<*> type <*> when <*> PendingIntent{<*>: PendingIntentRecord{<*> android broadcastIntent}}},repeatInterval = <*>,listenerTag =time_tick",3
117,Received TIME_TICK alarm; rescheduling,3
118,scheduleTimeTickEvent triggerAtTime = <*>,3
119,received broadcast android.intent.action.TIME_TICK,3
120,handleTimeUpdate,3
121,"sending alarm Alarm{<*> type <*> when <*> PendingIntent{<*>: PendingIntentRecord{<*> com.android.phone broadcastIntent}}},repeatInterval = <*>,listenerTag =<*>",2
122,Killing <*>:<*> (adj <*>): empty for <*>s,1
123,Unable to start service Intent { act=com.tencent.android.tpush.action.keepalive cmp=com.qqgame.hlddz/com.tencent.android.tpush.service.XGPushService } U=<*>: not found,1
124,unregisterAudioFocusListener...,1
125,abandonAudioFocus,1
126,"[HSM] stayAwake <*> uid: <*>, pid: <*>",1
127,Pid:<*> MediaPlayer destructor,1
128,Process com.tencent.mobileqq:qzone (pid <*> has died,1
129,Scheduling restart of crashed service com.tencent.mobileqq/cooperation.qzone.remote.logic.QzoneWebPluginProxyService in <*>ms,1
130,"new Process app=ProcessRecord{<*> <*>:com.tencent.mobileqq:qzone/u<*>}, name: com.tencent.mobileqq:qzone, euid: <*>",1
131,Start proc <*>:com.tencent.mobileqq:qzone/u0a<*> for service com.tencent.mobileqq/cooperation.qzone.remote.logic.QzoneWebPluginProxyService,1
132,enqueueNotificationInternal: pkg=<*> id=<*> notification=Notification(pri=<*> contentView=<*> vibrate=[<*>] sound=<*> tick defaults=<*> flags=<*> color=<*> vis=PRIVATE),1
133,enqueueNotificationInternal: n.getKey = <*>|<*>|<*>|<*>|<*>,2
134,getRingerMode...,3
135,addNotification key=<*>|<*>|<*>|<*>|<*>,2
136,mHeadsUpExistenceChangedRunnable,4
137,Marking notification as seen <*>|<*>|<*>|<*>|<*>,2
138,onNotificationExpansionChanged called,2
139,"START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=<*> cmp=<*> bnds=[<*>,<*>]} from uid <*> on display <*>",2
140,"ACTIVITY check resid: com.example.android.notepad, size=<*>",2
141,getAllCellInfo is blocked by permission manager . callingPackage = com.tencent.mobileqq,3
142,getCellLocation is blocked by permission manager uid:<*> pid:<*>,1
143,isWiredHeadsetOn...,1
144,"setDataSource(<*>, <*>",1
145,getStreamVolume treamType: <*>,1
146,"updateIsPoweredLocked: wasPowered=<*>, mIsPowered=<*>, oldPlugType=<*>, mPlugType=<*>, mBatteryLevel=<*>",1
147,received broadcast android.intent.action.BATTERY_CHANGED,1
148,ACTION_BATTERY_CHANGED AMP: <*>; Volt: <*>,1
149,updateChargingLocked: charging=<*>,1
150,"onReceive, action:android.intent.action.BATTERY_CHANGED",1
151,ACTION_BATTERY_CHANGED pluggedType: <*>,1
152,ApStaDisabledState what=<*>,1
153,DefaultState what=<*>,1
154,battery changed pluggedType: <*>,1
155,RefreshBatteryInfo isBatteryLow: <*>,2
156,ChargingSpeed Wattage: <*> ST: <*> --> <*>,1
157,handleBatteryUpdate,1
158,enqueueNotificationInternal: pkg=com.tencent.mm id=<*> notification=Notification(pri=<*> contentView=<*> vibrate=[] sound=<*> tick defaults=<*> flags=<*> color=<*> category=<*> vis=<*>,1
159,START u0 {flg=<*> cmp=com.tencent.mm/.ui.LauncherUI (has extras)} from uid <*> on display <*>,1
160,startActivity called from non-Activity context; forcing Intent.FLAG_ACTIVITY_NEW_TASK for: Intent { flg=<*> cmp=<*> (has extras) },1
