EventId,EventTemplate,Occurrences
45,"overlapAmount:<*>, previousNotificationEnd:<*>, newYTranslation:<*>, location:<*>, i:<*>, getTopPadding:<*>, getLocationOnScreen():<*>",13
46,"state.clipTopAmount:<*>, i:<*>",13
47,onExpandingStarted,2
48,onTrackingStarted,1
49,cancelPeek: <*>,20
50,"flingToHeight: vel=<*>, expand=<*>, target=<*>, collapseSpeedUpFactor=<*>, expandBecauseOfFalsing=<*>",2
51,onTrackingStopped: <*>,1
52,onExpandingFinished,2
53,Sending non-protected broadcast <*> from system <*>:com.android.systemui/u<*> pkg <*>,2
54,logNotificationVisibilityChanges runInThread start,6
55,onNotificationVisibilityChanged called,6
56,logNotificationVisibilityChanges runInThread over,6
57,isSimPinSecure mSimDatas is <*> or empty,1
58,registerCallback not in UI.,3
59,android.util.AndroidRuntimeException: Must execute in UI,3
60,*** register callback for <*>,1
61,*** unregister callback for <*>,2
62,[PhoneIntfMgr] getDataEnabled: subId=<*> phoneId=<*>,1
63,[PhoneIntfMgr] getDataEnabled: subId=<*> retVal=<*>,1
64,"onInterceptTouchEvent MotionEvent { action=ACTION_DOWN, actionButton=<*>, id[<*>]=<*>, x[<*>]=<*>, y[<*>]=<*>, toolType[<*>]=TOOL_TYPE_FINGER, buttonState=<*>, metaState=<*>, flags=<*>, edgeFlags=<*>, pointerCount=<*>, historySize=<*>, eventTime=<*>, downTime=<*>, deviceId=<*>, source=<*> }, mBlockTouches=<*>",2
65,"onInterceptTouchEvent MotionEvent { action=ACTION_UP, actionButton=<*>, id[<*>]=<*>, x[<*>]=<*>, y[<*>]=<*>, toolType[<*>]=TOOL_TYPE_FINGER, buttonState=<*>, metaState=<*>, flags=<*>, edgeFlags=<*>, pointerCount=<*>, historySize=<*>, eventTime=<*>, downTime=<*>, deviceId=<*>, source=<*> }, mBlockTouches=<*>",2
66,playSoundEffect  effectType: <*>,10
67,"animateCollapsePanels:flags=<*>, force=<*>, delayed=<*>, mExpandedVisible=<*>",8
68,START u0 {act=<*> flg=<*> cmp=<*> (has extras)} from uid <*> on display <*>,1
69,"ActivityRecord info: ActivityInfo{<*>}, euid: <*>",4
70,onNotificationClick called,2
71,"cancelNotification,index:<*>",23
72,"cancelNotification,cancelNotificationLocked,callingUid = <*>,callingPid = <*>",2
73,"cancelNotificationLocked called,tell the app,reason = <*>",2
74,cancelNotificationLocked:<*>,4
75,applyOptionsLocked: Unknown animationType=<*>,2
76,"Taking screenshot from Surface with crop:[Rect(<*>, <*> - <*>, <*>)], width:[<*>], height:[<*>], minLayer:[<*>], maxLayer:[<*>], inRotation:[<*>], rot:[<*>]",4
77,removeNotification:<*>|<*>|<*>|<*>|<*>,2
78,"updateNotificationShade: total=<*>, active=<*>",13
79,The change in focus caused us to need to do a layout begin,6
80,The change in focus caused us to need to do a layout end,6
81,setLightsOn(<*>),181
82,removeNotificationChildren,12
83,"Skipping, withExcluded: <*>, tr.intent:Intent { flg=<*> cmp=<*> bnds=[<*>] }",14
84,"Skipping, withExcluded: <*>, tr.intent:Intent { act=<*> flg=<*> cmp=<*> (has extras) }",14
85,"Skipping, withExcluded: <*>, tr.intent:Intent { flg=<*> cmp=<*> (has extras) }",21
86,"Skipping, withExcluded: <*>, tr.intent:Intent { act=<*> dat=<*> flg=<*> cmp=<*> (has extras) }",7
87,"Skipping, withExcluded: <*>, tr.intent:Intent { act=<*> dat=<*> typ=<*> flg=<*> cmp=<*> (has extras) }",7
88,"getRecentTasks: num=<*>,flags=<*>,totalTasks=<*>",14
89,getRecentTasks: topActivity=ComponentInfo{<*>},14
90,"cancelNotificationWithTag pid <*>,uid = <*>,tag = <*>,pkg =<*>,id =<*>",20
91,makeExpandedInvisible: mExpandedVisible=<*>,4
92,closeQs,12
93,instantCollapse,9
94,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,37
95,isMusicActive...,12
96,"Start dump, calling from : pid=<*>, uid=<*>",1
97,setWiredDeviceConnectionState type: <*> state: <*>,2
98,"ActivityManagerService,attachApplication,callingPid = <*>",4
99,isBluetoothA2dpOn...,1
100,isBluetoothScoOn...,1
101,getLastAudibleStreamVolume treamType: <*>,9
102,getDevicesForStream streamType: <*>,2
103,cleanUpApplicationRecord -- <*>,6
104,"cleanUpApplicationRecordLocked, pid: <*>, restart: false",6
105,"cleanUpApplicationRecordLocked, reset pid: <*>, euid: <*>",6
106,stopWifiDisplayScanLocked record.mWifiDisplayScanRequested=<*>,6
107,stopWifiDisplayScanLocked mWifiDisplayScanRequestCount=<*>,6
108,getMode...,1
109,setSpeakerphoneOn on:<*>,2
110,"sending alarm Alarm{<*> type <*> when <*> PendingIntent{<*>: PendingIntentRecord{<*>}}},repeatInterval = <*>,listenerTag =<*>",5
111,Received TIME_TICK alarm; rescheduling,3
112,scheduleTimeTickEvent triggerAtTime = <*>,3
113,received broadcast <*>,4
114,handleTimeUpdate,3
115,Killing <*> (adj <*>): empty for <*>,1
116,Unable to start service Intent { act=<*> cmp=<*> } U=<*>: not found,1
117,unregisterAudioFocusListener...,1
118,abandonAudioFocus,1
119,"[HSM] stayAwake false uid: <*>, pid: <*>",1
120,Pid:<*> MediaPlayer destructor,1
121,Process <*> (pid <*>) has died,1
122,Scheduling restart of crashed service <*> in <*>ms,1
123,"new Process app=<*>, name: <*>, euid: <*>",1
124,Start proc <*> for service <*>,1
125,enqueueNotificationInternal: pkg=<*> id=<*> notification=Notification(pri=<*> contentView=<*> vibrate=[<*>] sound=<*> tick defaults=<*> flags=<*> color=<*> vis=<*>,1
126,enqueueNotificationInternal: n.getKey = <*>|<*>|<*>|<*>|<*>,2
127,getRingerMode...,3
128,"updateLightsLocked,mInCall =<*>,mScreenOn = true,ledNotification == <*>?false",2
129,addNotification key=<*>|<*>|<*>|<*>|<*>,2
130,mHeadsUpExistenceChangedRunnable,4
131,Marking notification as seen <*>|<*>|<*>|<*>|<*>,2
132,onNotificationExpansionChanged called,2
133,START u0 {act=<*> cat=[<*>] flg=<*> cmp=<*> bnds=[<*>} from uid <*> on display <*>,2
134,"ACTIVITY check resid: <*>, size=<*>",2
135,getAllCellInfo is blocked by permission manager . callingPackage = <*>,3
136,getCellLocation is blocked by permission manager uid:<*> pid:<*>,1
137,isWiredHeadsetOn...,1
138,"setDataSource(<*>, <*>, <*>)",1
139,getStreamVolume treamType: <*>,1
140,"updateIsPoweredLocked: wasPowered=<*>, mIsPowered=<*>, oldPlugType=<*>, mPlugType=<*>, mBatteryLevel=<*>",1
141,ACTION_BATTERY_CHANGED AMP: <*>; Volt: <*>,1
142,updateChargingLocked: charging=<*>,1
143,"onReceive, action:<*>",1
144,ACTION_BATTERY_CHANGED pluggedType: <*>,1
145,ApStaDisabledState what=<*>,1
146,DefaultState what=<*>,1
147,battery changed pluggedType: <*>,1
148,RefreshBatteryInfo isBatteryLow: <*>,2
149,ChargingSpeed Wattage: <*> ST: <*> --> <*>,1
150,handleBatteryUpdate,1
151,enqueueNotificationInternal: pkg=<*> id=<*> notification=Notification(pri=<*> contentView=<*> vibrate=[] sound=null tick defaults=<*> flags=<*> color=<*> category=<*> vis=<*>,1
152,START u0 {flg=<*> cmp=<*> (has extras)} from uid <*> on display <*>,1
153,startActivity called from non-Activity context; forcing Intent.FLAG_ACTIVITY_NEW_TASK for: Intent { flg=<*> cmp=<*> (has extras) },1
